층,유저 이름,직업
1층,Saraven Sallaranco,Monk
1층,Mianne Evrardoux,Summoner
1층,Rith Ridan,Bard
1층,Lyrian Thorchelle,Gunbreaker
1층,Mio Celeste,DarkKnight
1층,Kimenshi Skyrend,WhiteMage
1층,Shiva Shirogetsu,Scholar
1층,Kuru Kha,BlackMage
1층,Kagiso Leia,Dragoon
1층,Rusty Latte,Dancer
1층,Ruruya Ruya,Ninja
1층,Y'ser Tovaras,Gunbreaker
1층,Cosette Coalhearth,Paladin
1층,Ryuso Ken,Scholar
1층,Jibril Veritas,Astrologian
1층,Got Woo,Dragoon
1층,Narina Rose,Bard
1층,Ren Ette,Summoner
1층,Ria Fubuki,Dancer
1층,Cain Cainhurst,Gunbreaker
1층,Cainon Yurashka,DarkKnight
1층,Ciaru Yatsurugi,Scholar
1층,Slucky Seven,WhiteMage
1층,Kamu Susanoo,Dragoon
1층,Tiger Verran,Monk
1층,Mirabelle Weaver,Summoner
1층,Rasmus Burger'storm,Dancer
1층,Shinjii Kun,Gunbreaker
1층,Akira Yoshiko,Warrior
1층,Remedy Reinhart,Scholar
1층,Icefever Marelle,WhiteMage
1층,Sound Voltex,Summoner
1층,Kanan Matsuura,Dragoon
1층,Lucky Seven,Ninja
1층,Isabella Valentinus,Machinist
1층,Akari Ozora,WhiteMage
1층,Honoka Kousaka,Warrior
1층,Liliana Hel,Paladin
1층,Yoshiko Tsushima,Scholar
1층,Te Geek,Samurai
1층,Aari Direwolf,Dragoon
1층,Ronan Erudon,Bard
1층,Bobby Tuck,Dancer
1층,Lani Sun,Paladin
1층,Mike Ant,DarkKnight
1층,Lindely Starborn,Scholar
1층,April Moon,WhiteMage
1층,Wintry Howl,Machinist
1층,Ipno Psycho,Dragoon
1층,Mairesu Aethersong,Ninja
1층,Swift River,RedMage
1층,Jorimoni Iyrndhem,Warrior
1층,Hui Too,Paladin
1층,Izi Xpld,Scholar
1층,Kami Nuvini,WhiteMage
1층,Eunoia Astral,BlackMage
1층,Demi Cat,Bard
1층,Jaiyana Edrei,Samurai
1층,Teros Titus,Monk
1층,Hamm Vanisle,DarkKnight
1층,Crian Gokou,Paladin
1층,Kohaku River,WhiteMage
1층,Sean Kthx,Scholar
1층,Laurel Bayleaf,Monk
1층,Chronos-b Lutwidge,Bard
1층,Rangea Hyd,Summoner
1층,Naka Masa,RedMage
1층,Onion Kid,Paladin
1층,Ponpoko Greystone,DarkKnight
1층,Feade Helde,WhiteMage
1층,Kurumi Walnut,Scholar
1층,Milky Rin,BlackMage
1층,Ketenramm Guolfyrsyn,Bard
1층,Narmaya Venustas,Dragoon
1층,Ulla Ljanta,Dancer
1층,Izi Ezi,Gunbreaker
1층,Iznel Yamane,DarkKnight
1층,Nachtigal Po,Scholar
1층,Xeothe Xeor,WhiteMage
1층,Serra Rainsworth,Machinist
1층,Milly Venith,BlackMage
1층,Fhila Awandah,Summoner
1층,Myna Misora,Dancer
1층,Aenaris Alynn,Gunbreaker
1층,Talus Leeon,Warrior
1층,Mystearica Alynn,Scholar
1층,Shiro Silverstar,WhiteMage
1층,Nyx Phoenix,Monk
1층,Zonnza Kamijou,Dragoon
1층,Foohs Lazerdinger,Dragoon
1층,R'hen Cirha,Bard
1층,Kinuto Dammerrin,DarkKnight
1층,Penwryn Umbrina,Warrior
1층,Ferro's Spicy'kitty,Scholar
1층,Amarisse Durellion,WhiteMage
1층,Hen Tie,BlackMage
1층,Taru Taru,Summoner
1층,Travisty Maverick,Ninja
1층,Toxic Shoka,Machinist
1층,Stenny Caelitus,Warrior
1층,Purple Neko,Paladin
1층,Siren Naga,Astrologian
1층,Mina Athaerya,Scholar
1층,Ellie Kennedy,Dragoon
1층,Fyasko Sohei,Bard
1층,Jakosin Niso,RedMage
1층,Rose North,Dancer
1층,Fariet Eriejar,Gunbreaker
1층,Simba Bavaria,Warrior
1층,Rob The'human,Astrologian
1층,Kurino Lunaire,Scholar
1층,Crimea River,Summoner
1층,Durti Monkeytoe,Monk
1층,Pokchek Dbiscuit,Dragoon
1층,Karma Boomerang,Dancer
1층,Mind Gazer,Paladin
1층,Traster Elisam,Gunbreaker
1층,Kon Chi'bu',Scholar
1층,Loen Star,WhiteMage
1층,Hyouki Tafunai,Monk
1층,Malena Nada,Machinist
1층,Prouwn Fumikage,Ninja
1층,Nathana Cree,Dancer
1층,Yuki Koryna,Gunbreaker
1층,Elamos Aturay,Paladin
1층,Argon Hyacintha,WhiteMage
1층,Sylvanna Winglasher,Scholar
1층,Cephalon Simaris,Machinist
1층,Calla Soatski,Monk
1층,Oscura Ravenblack,Dragoon
1층,Alexia Soatski,RedMage
1층,Trago Prime,DarkKnight
1층,Rend Iculous,Gunbreaker
1층,Broil Ill,WhiteMage
1층,Ariyala Amaterasu,Scholar
1층,Bee's Knees,BlackMage
1층,Blaise Faewind,Machinist
1층,Khafira Yalwynn,Monk
1층,Gralion Shulgin,Dancer
1층,Huntra Lightwing,Gunbreaker
1층,Colbert West,Paladin
1층,Ojo Chan,WhiteMage
1층,Tzuyu Chou,Scholar
1층,Mio Ri,Machinist
1층,Sharty Vinti,Samurai
1층,Kira Terra',Summoner
1층,Yuki Kurokawa,RedMage
1층,Ven Diclonius,Gunbreaker
1층,Bella Quinn,Paladin
1층,Epurus Vagrant,WhiteMage
1층,Sahz Seiryu,Scholar
1층,Lily Vermillion,Machinist
1층,Ono Riko,Samurai
1층,El Seed,Summoner
1층,Kobe Altena,Ninja
1층,Exception Class,Paladin
1층,P-three Code,Gunbreaker
1층,Ma Rora,WhiteMage
1층,Funny Porken,Scholar
1층,Hito Yuudai,BlackMage
1층,Tork Nephilim,Monk
1층,Wiggle Mcwigglestien,Bard
1층,Athelisia Lumi,Dancer
1층,Adaephon Apsal'ara,Gunbreaker
1층,Vox Mortis,Warrior
1층,Ritsu Kuriyama,Astrologian
1층,Tyronica Metario,Scholar
1층,Sakei Sai,Samurai
1층,Palom Harvey,BlackMage
1층,Banim Daerev,Dragoon
1층,Riti Stone,Dancer
1층,Sarana Moks,Gunbreaker
1층,Rhela Tayuun,Paladin
1층,Mascarun Grimorio,Astrologian
1층,Laeris Arad,WhiteMage
1층,Genery Jaeger,Monk
1층,Adam Song,BlackMage
1층,Misa Kiddo,Machinist
1층,Aysis Nyx,Dancer
1층,New Death,Gunbreaker
1층,A'vanoh Nyx,Paladin
1층,Esdeath Yaeger,WhiteMage
1층,Eve Song,Scholar
1층,Yezo Merton,Dragoon
1층,Eth Religa,Monk
1층,Sky Armada,Bard
1층,Toph Beifong,Summoner
1층,Alke Helios,Warrior
1층,Lucifer Mourningstar,Gunbreaker
1층,Masha Hagane,WhiteMage
1층,Onyx Moonstone,Scholar
1층,Niorin Gwy'lain,Monk
1층,Cbr Longshot,Bard
1층,Lagertha Lod-brok,BlackMage
1층,Nuraeil Tsuji,Dragoon
1층,Ult Erakin,Gunbreaker
1층,Paramour Erakin,Warrior
1층,Emerlozie Tonks,WhiteMage
1층,Leia Flowers,Scholar
1층,Erza Laqi,Dragoon
1층,Apollo Pleiades,BlackMage
1층,Avi Styner,RedMage
1층,Icarus Twine,Dancer
1층,Katenka Carmine,DarkKnight
1층,Jordie Kameko,Gunbreaker
1층,June Azure,WhiteMage
1층,Natsumi Kameko,Scholar
1층,Yu Yu'c,Monk
1층,Kemokemo Cocoa,Bard
1층,Maple Purupuru,Samurai
1층,Yupi Milksop,Summoner
1층,Lee Velun'ca,DarkKnight
1층,Saix Ares,Paladin
1층,Ohirune Simasune,Scholar
1층,Serenade Ares,WhiteMage
1층,Ichthyes Onze,Dragoon
1층,Gry Phon,Dragoon
1층,Grendel Annihilate,Machinist
1층,Falx Sacri,Summoner
1층,Koko Pan,DarkKnight
1층,Koji Star,Paladin
1층,Seina Technika,Scholar
1층,Lio Velvet,WhiteMage
1층,Loli Reki,BlackMage
1층,Salty Peppah,Monk
1층,Waifu Lorsyk,Bard
1층,Kuro Yuki,Dancer
1층,Haruka Nogizaka,Paladin
1층,Cass Lyn,WhiteMage
1층,Form Cakes,Warrior
1층,Renray Rose,Astrologian
1층,Reshi Luna,Dragoon
1층,Asha Jinjahl,BlackMage
1층,Varos Adun,Machinist
1층,Sukiya Yuki,Summoner
1층,Sushi Sandstorm,Gunbreaker
1층,Riviera Claudibus,DarkKnight
1층,Cinder Jinjahl,WhiteMage
1층,Ryn Agrios,Scholar
1층,Ameriys Maru,Monk
1층,Salari Nomine,Dragoon
1층,Godric Skyfire,RedMage
1층,Zensa Nulan,Dancer
1층,String Hirroka,DarkKnight
1층,Harry Wang,Warrior
1층,Mazrim Taim,WhiteMage
1층,Enma Blight,Scholar
1층,Laurianna D'auvris,BlackMage
1층,Aimi Emerett,Bard
1층,Thicc Bussy,Dragoon
1층,Specty Enarya,RedMage
1층,Mellivora Capensis,Warrior
1층,Carj Tarj,Gunbreaker
1층,Periculum Mystfire,Scholar
1층,Rhapsody Enarya,Astrologian
1층,Chai Cham,Dragoon
1층,B'nimuili Rah,Bard
1층,Machina Amid,Machinist
1층,Anko Taiyaki,Summoner
1층,Levi Strauss,Gunbreaker
1층,Miriam Urey,Paladin
1층,Hotaru Elin,Scholar
1층,Kouno Kun,WhiteMage
1층,Annabelle Fenn,BlackMage
1층,Haname Oshidari,Samurai
1층,Null Solstrider,Dragoon
1층,Rokaka Roka,Dancer
1층,Cowboy Champloo,DarkKnight
1층,Skuzz Muffin,Warrior
1층,Lillia Mallow,Scholar
1층,Chinchilla Chan,WhiteMage
1층,Takeoto Dx,Dragoon
1층,Rin Lean,BlackMage
1층,Yok Sena,Monk
1층,Hinanai Lulu,Dancer
1층,Suika Var,DarkKnight
1층,Ciel Waters,Gunbreaker
1층,Hugo Michel,WhiteMage
1층,Ailys An,Scholar
1층,I'm Lagging,Dragoon
1층,Dista Morningstar,Monk
1층,Shino Sky,Bard
1층,Risa Manazuru,Summoner
1층,E'nijah Woods,DarkKnight
1층,Trasi Impervious,Paladin
1층,Anyaa Rhys,Scholar
1층,Alyx Bourne,WhiteMage
1층,Chilled Latte,BlackMage
1층,Talem Splash,Machinist
1층,Himoru Wayward,Dragoon
1층,Jayce Cloverfield,Samurai
1층,Hardcore Harry,Paladin
1층,Wei Rin,Paladin
1층,Demi Wayward,WhiteMage
1층,Rem Vaufaune,Scholar
1층,Rising Zan,Monk
1층,Forgers Nix,Machinist
1층,Cassiel Snowe,Summoner
1층,Cyflan Vihuritar,Dancer
1층,Midona Rhel,DarkKnight
1층,Aoi Gakuto,Paladin
1층,Pres Chou,Scholar
1층,Victoria Kyorlo,WhiteMage
1층,Vash Wynxidor,BlackMage
1층,Drebin Wordbearer,Machinist
1층,Brazzer Nezele,RedMage
1층,Ri'axis Highwind,Dragoon
1층,Aqua Farrell,Gunbreaker
1층,Rael Deus,DarkKnight
1층,Amaya Ai,Scholar
1층,Mizzey Fate,WhiteMage
1층,James Laurenholt,Monk
1층,Cranberry Juice,Bard
1층,F'rehk Tia,RedMage
1층,Akatsuki Tenno,Ninja
1층,Aisu Strong,Warrior
1층,Hikari Yukiteru,Paladin
1층,Euphemia Libritannia,WhiteMage
1층,Zemt Silvermoon,Scholar
1층,Raging Nirhaaja,Monk
1층,Hiton Krivv,BlackMage
1층,Kissa Nainen,Machinist
1층,Reil Tonic,Ninja
1층,Lucina Marth,Paladin
1층,Ridge Forester,Gunbreaker
1층,Ilmo Turisas,Scholar
1층,Sera Serenissima,WhiteMage
1층,Lamp Gogo,Monk
1층,Poro Roro,Bard
1층,Ordine Martinetti,Dragoon
1층,Ribera Zephy,Samurai
1층,Adelgund Garrott,DarkKnight
1층,Yuuma Zephy,Paladin
1층,Cleyera Clark,WhiteMage
1층,Rua Lan,Astrologian
1층,Neo Griever,Dragoon
1층,Prism Daybreak,BlackMage
1층,Baumaud Fraideoux,Monk
1층,Deodat Lawson,Machinist
1층,F'yara Layah,Warrior
1층,Raikan Cyfnos,DarkKnight
1층,Derwin Huxley,Scholar
1층,Cain Hitlein,Astrologian
1층,Shin Zealot,Dragoon
1층,Hy Sy,Dragoon
1층,Lia Rundgren,Dancer
1층,Kamaage Udon,RedMage
1층,Qx Xx,Warrior
1층,Helios Azurite,Paladin
1층,Oto Koruku,WhiteMage
1층,Mayo Ebi,Scholar
1층,Nilika Thrab,BlackMage
1층,Akira Hiraoka,Monk
1층,Orc Worm,Dragoon
1층,Souxie Da'lae,Dancer
1층,Jamein Lowel,Paladin
1층,Johnny Logen,DarkKnight
1층,Shiny Furret,WhiteMage
1층,Piety Umbra,Astrologian
1층,Auras Valencia,Monk
1층,Chief Littlepaw,RedMage
1층,Lawlie Lycan,Dancer
1층,Present Khamazom,Dragoon
1층,Thalion Gallagher,Paladin
1층,Juvia Fullbuster,Gunbreaker
1층,Izynne Zaenyre,WhiteMage
1층,Zefie Cecille,Scholar
1층,Lexine Alistair,Machinist
1층,Bidoof Jinh,RedMage
1층,Gwyn Theo,Bard
1층,Aragi Tor-Gud,Samurai
1층,Exoria Minerva,DarkKnight
1층,Charlotte Cleyra,Warrior
1층,Dwel Dere,WhiteMage
1층,Alva Luxnel,Scholar
1층,Zero Tia,Machinist
1층,Sniper Jaak,Samurai
1층,Myuzily Ehrenberg,Monk
1층,Aulola Citrus,Bard
1층,Vignette Ehrenberg,Gunbreaker
1층,Noe Tona,DarkKnight
1층,Eal Lardia,WhiteMage
1층,Sitoron One,Scholar
1층,Apollon Deis,Bard
1층,Leif Eriksson,Dragoon
1층,Bernd Gilmore,RedMage
1층,Niro Takamori,Samurai
1층,Ayumi Sakaira,DarkKnight
1층,Salty Klemenz,Paladin
1층,Auel Thylia,Scholar
1층,Nae Paeonia,WhiteMage
1층,Kouya Aotsuke,Monk
1층,Triss Merrigold,Dancer
1층,Eve Diebiene,Dragoon
1층,Az'a Nin,BlackMage
1층,Valerius Anshelm,DarkKnight
1층,Syn Kazuhira,WhiteMage
1층,Emildar Angura,DarkKnight
1층,Halem Carathil,Scholar
1층,Kaori Hyuga,BlackMage
1층,Minami Takaya,Samurai
1층,Mila Tenbe,Bard
1층,Amira Kiseki,Dancer
1층,Njordur Forseti,Gunbreaker
1층,Arg Er,Paladin
1층,Cain Emerald,Scholar
1층,Rae Winterborn,Astrologian
1층,Rhya Cho'na,Dragoon
1층,Surcher Strife,Samurai
1층,Felli Amatsuki,Machinist
1층,Nagisa Aragaki,RedMage
1층,Harth Ann,Gunbreaker
1층,Relli K'ee,Paladin
1층,Mini Bobween,WhiteMage
1층,Yasuu Tsuki,Scholar
1층,Breakfast Burrito,Samurai
1층,Ginger Bread,Summoner
1층,Varakion Bloodborne,Dancer
1층,Lilia Amare,RedMage
1층,Sebastian Gray,Paladin
1층,Daz Balthar,Gunbreaker
1층,Madison Sky,Scholar
1층,Zero Helix,WhiteMage
1층,X'relya Rahz,BlackMage
1층,Lyra Voidknife,Bard
1층,Tizmo Griffin,Samurai
1층,Kyou Hikutsu,RedMage
1층,Ferien Terzo,Warrior
1층,Vanyel Ashkeveron,Paladin
1층,Nehk Lazoun,WhiteMage
1층,Ice Wing,Astrologian
1층,Azuki Izayoi,Monk
1층,Shinero Inferi,Dragoon
1층,Moraelis Arkana,BlackMage
1층,K'pandolu Stormarrow,Bard
1층,Aza Sh,WhiteMage
1층,Edyn Brach'loden,Paladin
1층,Bastian Dragov,DarkKnight
1층,Mathieu Jandelaine,Astrologian
1층,Valhariel Celestia,Summoner
1층,Brieho Aubergine,Dragoon
1층,Jaik Kenora,Ninja
1층,Elza Kizuna,Bard
1층,Wran Sin,DarkKnight
1층,Lazy Egg,Paladin
1층,Froggy Maximus,WhiteMage
1층,Rubi Decabria,Scholar
1층,Raebyn Valeroyant,BlackMage
1층,Phreak Surreal,Dragoon
1층,S'erri Vulpse,Dancer
1층,Brox Greytide,Ninja
1층,Lulu Lupina,Gunbreaker
1층,Your Dakimakura,DarkKnight
1층,Jager Zero,WhiteMage
1층,Gray Manse,Scholar
1층,Def Amaya,Monk
1층,Valara Dakara,Summoner
1층,Halle Berry,Dancer
1층,Adam Brazenmutt,RedMage
1층,Lacie Mellier,Gunbreaker
1층,Grimfaust Blacktongue,DarkKnight
1층,Chea'li Nion,WhiteMage
1층,Raine Amaya,Scholar
1층,Lunoxiel Izana,BlackMage
1층,Sarah Lionheart,Dragoon
1층,Eberhild Langdale,Dancer
1층,Kido Lockhart,Ninja
1층,Reed Rovers,Warrior
1층,Aleistor Wolfe,Scholar
1층,Alberth Lancaster,Paladin
1층,Kuroki Chaika,WhiteMage
1층,Iori Azarashi,Samurai
1층,Kocha Assam,Summoner
1층,Hara' Tito,Bard
1층,Meteor Masuda,Ninja
1층,Pai Beatrix,Gunbreaker
1층,Sushi Da,Paladin
1층,Myooooon Carlo,WhiteMage
1층,Lavi Nagy,Scholar
1층,Revy Wylde,Dragoon
1층,Olyver Mayvin,RedMage
1층,X'shura Raha,Bard
1층,Neo Storm,Ninja
1층,Grima Dotharl,Gunbreaker
1층,Lacene Durendaire,DarkKnight
1층,Ember Fall,WhiteMage
1층,Momoiro Joestar,Scholar
1층,Saskia Rahiro,Dragoon
1층,Nike Eros,Bard
1층,Eila Artorius,Samurai
1층,Ares Tos,Summoner
1층,Mont Lee,DarkKnight
1층,Estellise Ciel,Paladin
1층,Rinn Aathia,WhiteMage
1층,Chalupa Batty,Scholar
1층,Kawa Crimson,Monk
1층,Lumianis Reiford,Dragoon
1층,Kathryn Lynn,RedMage
1층,Hime Getsuei,Dancer
1층,Va'rell Kijin,DarkKnight
1층,Mizu Ceana,Paladin
1층,Komaxela Winterbrook,WhiteMage
1층,Leona Butanheart,Scholar
1층,Siren Redge,Dragoon
1층,Afro' Memett,RedMage
1층,Julis Vermillon,Bard
1층,Yuuichi Sasaki,Ninja
1층,Kenneth July,Warrior
1층,Tazz Akuma,Paladin
1층,Yui Totopo,WhiteMage
1층,Mitsuha Serenity,Scholar
1층,Selene Darkmoon,BlackMage
1층,Crum Brulee,Summoner
1층,Cheria Barnes,Dancer
1층,Mochi Icecream,Dragoon
1층,Mr Gerbik,Warrior
1층,Richard Villeneuve,Gunbreaker
1층,Niyah Scimaz,Scholar
1층,Omo Mo,Astrologian
1층,Lim Trillion,BlackMage
1층,Turno Ntakc,Summoner
1층,Ramal Qalli,Bard
1층,Ultegra Flatfish,Dragoon
1층,Chick Hicks,Paladin
1층,Venlige Misrere,DarkKnight
1층,Shogo Kariyazaki,Scholar
1층,Areus Kagon,WhiteMage
1층,Rhyfel Daeargryn,Monk
1층,Momiji Akasaka,Samurai
1층,Van Eltia,Machinist
1층,Annabelle Libero,RedMage
1층,Rin Valentyn,Gunbreaker
1층,Zeidge Rheandra,DarkKnight
1층,Sho Tan,WhiteMage
1층,Zana Shyomi,Scholar
1층,Supahot Fire,Bard
1층,Fillet Knife,Monk
1층,Midnalot Twilight,RedMage
1층,Shane Tango,Dragoon
1층,Diata Corduroy,Paladin
1층,Jei Greene,WhiteMage
1층,Nin Tox,Warrior
1층,Monane Dubois,Scholar
1층,Zym Centurion,Machinist
1층,Green Melon,Monk
1층,Koh Easylaw,RedMage
1층,Moti Motti,Samurai
1층,Raffa Zeeland,Warrior
1층,Morosso Rosso,DarkKnight
1층,Ruki Ry',WhiteMage
1층,Kayra Su,Scholar
1층,Freyja Amano,Monk
1층,Keneeda Shotaro,Machinist
1층,Winthrad Alasker,Dragoon
1층,Ylunatya Threkk,Dancer
1층,Metronix Daijin,Warrior
1층,Ares Corleonis,Paladin
1층,Jannine Joestar,WhiteMage
1층,Torso Shagg,Scholar
1층,Phyore Tachibana,BlackMage
1층,Trusty Rombone,Dragoon
1층,Mr Pipes,Summoner
1층,Lady Katie,Dancer
1층,Jolly Bravo,DarkKnight
1층,Beef Shirky,Paladin
1층,Ayana Hunter,Scholar
1층,Cute Moonmoon,Dragoon
1층,Yurami Kha,Bard
1층,Azazel Kalibraxis,RedMage
1층,Dewai Gnoyu,Ninja
1층,Atticus Oronir,Gunbreaker
1층,Siryu Himura,WhiteMage
1층,Gynia Levante,Astrologian
1층,Elica Morganite,BlackMage
1층,Jonmarc Vahanian,Monk
1층,Caffeine Addiction,Dancer
1층,Eska Vesuna,Ninja
1층,Malinn Bellerose,Gunbreaker
1층,Reaper Xie,DarkKnight
1층,Irrita Nihilo,Scholar
1층,Mylan Veranhart,WhiteMage
1층,Max Tanner,Machinist
1층,Noel Vermillion,Bard
1층,Felix Cathus,Dragoon
1층,Ivy Delaney,RedMage
1층,Deaxes Catperson,Warrior
1층,Isara Anagantios,WhiteMage
1층,Soulkime Lavain,Paladin
1층,Nanaho L'adio,Scholar
1층,Tash Wyman,Samurai
1층,Wind-up Shinryu,Bard
1층,Mizu Haru,RedMage
1층,Keppaku Kakumei,Dancer
1층,Athena Vrionis,DarkKnight
1층,Meryl Mcsnuggles,Gunbreaker
1층,Marai Dragorrak,WhiteMage
1층,Lorem Ipsum'dolor,Scholar
1층,Tyobo Chovi,Machinist
1층,Kei Jin,Summoner
1층,Leonora Hansel,Dragoon
1층,Laufan Lichting,Monk
1층,Boku Doraemon,Warrior
1층,Blau Hagel,Paladin
1층,Taro Neko,WhiteMage
1층,Lee Allen,Scholar
1층,Ryka Kanina,BlackMage
1층,Rain Ritsune,Dragoon
1층,Gaxinua Athanasius,RedMage
1층,Tera Rose,Dancer
1층,Haine Agreas,Gunbreaker
1층,Suhr Zarek,Paladin
1층,Yue Yukiko,WhiteMage
1층,Fyre Savage,Scholar
1층,Kotaro Donguri,Summoner
1층,Gus Abhainn,Monk
1층,Yakku Gem,Dragoon
1층,Yu Daidoji,Dancer
1층,Bomba Bonanza,Paladin
1층,White Tiger,Gunbreaker
1층,Super Wacha,WhiteMage
1층,Magical Alberto,Astrologian
1층,Leona Ashford,Summoner
1층,Kypora Azurea,Monk
1층,Zo Cya,Bard
1층,Zsoguach Pepelan,Dragoon
1층,Tzuku Chi,Warrior
1층,Fidel Cashflo,Paladin
1층,Evans Ashford,WhiteMage
1층,Da Feel,Scholar
1층,L'ngo Tian,Monk
1층,Shuva Wistaria,Machinist
1층,Ca Zoo,Dragoon
1층,Ryu Ryuu,Dancer
1층,Meeechan Orange,Paladin
1층,Hisena Xmas,DarkKnight
1층,Emma Axelrod,WhiteMage
1층,Arot Regit,Scholar
1층,Kairo Drakensang,Monk
1층,Beoth Ravalris,Dragoon
1층,Sa N'bo,Bard
1층,Lazy Lory,RedMage
1층,Hanz Grenade,Gunbreaker
1층,Aknoss Erk,Paladin
1층,Azra Suncrusher,Scholar
1층,Crystal Crimson,WhiteMage
1층,Elise Dracona,BlackMage
1층,Hyrri Heartt,Monk
1층,Moxala D'riqi,Dancer
1층,Saori Amagiri,Machinist
1층,Jack Daedrus,DarkKnight
1층,Rjomi Atoel,Paladin
1층,Rachel Lakinzi,WhiteMage
1층,Wren Westknight,Scholar
1층,Falrin Felin,BlackMage
1층,Rhodia Aros,Dragoon
1층,Kuri Tsumiki,Dancer
1층,Shinichi Izanagi,Ninja
1층,Callie Spectra,Warrior
1층,Erinys O'hara,Paladin
1층,Tomori Rose,WhiteMage
1층,Lopiri Kyopiri,Scholar
1층,Kaito Kk,Samurai
1층,Ponza Red,Bard
1층,Syun Kurumu,Dragoon
1층,Nemesis Orchid,Summoner
1층,Nera Diseppia,DarkKnight
1층,Arute Wisterias,Warrior
1층,Linda Cube,Astrologian
1층,Kuchiru Telesphoros,Scholar
1층,Gumi Sora,Bard
1층,Kuro Godo,Samurai
1층,Sana Kan,Summoner
1층,Kanzuki Karin,Monk
1층,Tomohisa Hayama,Gunbreaker
1층,Forte Fafnir,Warrior
1층,Hikari Kurusu,WhiteMage
1층,Yoshida Kowloon,Astrologian
1층,Giru Lawliet,Machinist
1층,Unu Infinity,Dragoon
1층,Tomotomo Twtw,RedMage
1층,Yahiro Orihara,Ninja
1층,Mag Rebellyhem,DarkKnight
1층,Rin Suzuki,Paladin
1층,Abby Swan,WhiteMage
1층,Void Felhammer,Scholar
1층,Manifest Tangelo,BlackMage
1층,Rose Riverchaser,Samurai
1층,Manami Kai,RedMage
1층,Nyska Eyr,Dancer
1층,Mister Fins,Warrior
1층,Dolcrist Ricdeau,Gunbreaker
1층,Sequoia Redwood,Scholar
1층,Shathal Ash,WhiteMage
1층,Shrike Shepard,BlackMage
1층,Xiaz Ragirei,Samurai
1층,Shengo Ashta,Dragoon
1층,Sable Cheshire,Machinist
1층,Toomuch Damage,Gunbreaker
1층,Jexos Delacroix,Gunbreaker
1층,Zoned Out,WhiteMage
1층,Kas Wynn,Scholar
1층,Laendvittir Valdvel,Samurai
1층,Lyxy Crystalles,Bard
1층,Vielle Estrelaint,Dragoon
1층,Other Moss,RedMage
1층,Minami Opaque,Paladin
1층,Chill Penguin,DarkKnight
1층,Nith Kringla,WhiteMage
1층,Midnight Lamiacea,Scholar
1층,Creatia Arria,Machinist
1층,Yasil Riggnarok,Bard
1층,Destava Shrykos,Samurai
1층,Evie Redd,RedMage
1층,Rune Locke,Warrior
1층,Lunaa Moon,WhiteMage
1층,Pathy Duskfall,Scholar
1층,Arc Lightblue,Dragoon
1층,Merrill Lynch,Bard
1층,Neueblau Milla,Ninja
1층,Siena Rubel,RedMage
1층,Poi Poi-,DarkKnight
1층,Irona Goro,Paladin
1층,Ukyou Momo,WhiteMage
1층,Black Race,Scholar
1층,Lucia Totfrin,Bard
1층,Tetuboo San,Dragoon
1층,Davit Killmer,Summoner
1층,Perm Yellow,Ninja
1층,Nia Valentine,DarkKnight
1층,Reiya Moonlight,Paladin
1층,Fili Celtic,WhiteMage
1층,Yume Gao,Scholar
1층,Ines Inaforia,BlackMage
1층,Andoh Bernard,Monk
1층,Robert Talltree,Dragoon
1층,Jacaerys Velaryon,Dancer
1층,Mike Ho,Warrior
1층,Kalduil Legaius,Paladin
1층,Gen Ki'one,Scholar
1층,Ki'anna Lin,WhiteMage
1층,Nazroc Wybjorn,Monk
1층,Alescha Bast,Dragoon
1층,Zef Firerose,Machinist
1층,Neillia Yhisa,Dancer
1층,Sophie Thea,WhiteMage
1층,Daraen Lumenix,Warrior
1층,Eve Neuschwanstein,Paladin
1층,Koko Reed,Scholar
1층,Shizue Seiko,Dragoon
1층,Rexie Bonobo,BlackMage
1층,Tonelio San,Samurai
1층,Lux Concordiae,Ninja
1층,Thanasius Grandel,Paladin
1층,Alexander Lee,Warrior
1층,Tigole Bitties,WhiteMage
1층,Misora Isurugi,WhiteMage
1층,Azhade Jashin,Bard
1층,Ikfes Ivahn,Dragoon
1층,Kuro Thunder,Summoner
1층,Jimmy Frazzle,Machinist
1층,Sleepy Warruru,Gunbreaker
1층,Mana Reginleif,Paladin
1층,Sophia Alexander,Scholar
1층,Matthias Pallore,Astrologian
1층,Calypso Ki,BlackMage
1층,Real Link,Bard
1층,Anyce Light,Ninja
1층,Nova Soleil,Dancer
1층,Thandraug Nillefrant,Warrior
1층,Maxwell Pendragon,Gunbreaker
1층,Batty Kins,WhiteMage
1층,Mijmirg Enterri,Scholar
1층,Akemi Riis,Monk
1층,Celty Exos,Summoner
1층,Jin Kaze,Dragoon
1층,Isvyka Vawaldir,Dancer
1층,Sharee Montenegro,DarkKnight
1층,High Ground,Warrior
1층,Koh'to Kasru,Scholar
1층,Mairi Riis,WhiteMage
1층,Serethi Rallager,Monk
1층,Tyrone Cashmoney,Summoner
1층,Morrigan Aensland,BlackMage
1층,Thenien Blackwing,Machinist
1층,Akylas Gealach,Gunbreaker
1층,Batraz Moks,DarkKnight
1층,Lady Amnesia,WhiteMage
1층,Asaliah Mauriven,Scholar
1층,Reliux Aurelius,Dragoon
1층,Alzan Noir,Bard
1층,Mia Hunt,RedMage
1층,Andrew Plakat,Monk
1층,Wolgre Welph,Gunbreaker
1층,Snarf Alupagus,Paladin
1층,Noctium Wolfe,Astrologian
